gene_symbol	is_CGC	is_NCG	is_OncoKB	is_MERGED
ABRAXAS2	FALSE	FALSE	FALSE	FALSE
ABTB3	FALSE	FALSE	FALSE	FALSE
ACAA1	FALSE	FALSE	FALSE	FALSE
ACACA	FALSE	FALSE	TRUE	TRUE
ACACB	FALSE	FALSE	FALSE	FALSE
ACAD11	FALSE	FALSE	FALSE	FALSE
ACAD8	FALSE	FALSE	FALSE	FALSE
ACADL	FALSE	FALSE	FALSE	FALSE
ACADM	FALSE	FALSE	FALSE	FALSE
ACADS	FALSE	FALSE	FALSE	FALSE
ACADSB	FALSE	FALSE	FALSE	FALSE
ACADVL	FALSE	FALSE	FALSE	FALSE
ACAN	FALSE	TRUE	FALSE	TRUE
ACAP1	FALSE	FALSE	FALSE	FALSE
ACAP3	FALSE	FALSE	FALSE	FALSE
ACAT1	FALSE	FALSE	FALSE	FALSE
ACBD3	FALSE	FALSE	FALSE	FALSE
ACBD4	FALSE	FALSE	FALSE	FALSE
ACBD5	FALSE	FALSE	FALSE	FALSE
ACBD6	FALSE	FALSE	FALSE	FALSE
ACBD7	FALSE	FALSE	FALSE	FALSE
ACE	FALSE	TRUE	FALSE	TRUE
ACE2	FALSE	FALSE	FALSE	FALSE
ACER1	FALSE	FALSE	FALSE	FALSE
ACER2	FALSE	FALSE	FALSE	FALSE
ACER3	FALSE	FALSE	FALSE	FALSE
ACKR1	FALSE	FALSE	FALSE	FALSE
ACKR2	FALSE	FALSE	FALSE	FALSE
ACKR3	TRUE	TRUE	TRUE	TRUE
ACKR4	FALSE	FALSE	FALSE	FALSE
ACKR5	FALSE	FALSE	FALSE	FALSE
ACLY	FALSE	FALSE	FALSE	FALSE
ACMSD	FALSE	FALSE	FALSE	FALSE
ACO1	FALSE	TRUE	FALSE	TRUE
ACO2	FALSE	FALSE	FALSE	FALSE
ACOD1	FALSE	FALSE	FALSE	FALSE
ACOT1	FALSE	FALSE	FALSE	FALSE
ACOT11	FALSE	FALSE	FALSE	FALSE
ACOT2	FALSE	FALSE	FALSE	FALSE
ACOT6	FALSE	FALSE	FALSE	FALSE
ACOT8	FALSE	FALSE	FALSE	FALSE
ACOX1	FALSE	FALSE	FALSE	FALSE
ACOX2	FALSE	FALSE	FALSE	FALSE
ACOX3	FALSE	FALSE	FALSE	FALSE
ACOXL	FALSE	TRUE	FALSE	TRUE
ACP1	FALSE	FALSE	FALSE	FALSE
ACP3	FALSE	FALSE	TRUE	TRUE
ACP4	FALSE	FALSE	FALSE	FALSE
ACP5	FALSE	FALSE	FALSE	FALSE
ACP6	FALSE	FALSE	FALSE	FALSE
ACRV1	FALSE	FALSE	FALSE	FALSE
ACSBG1	FALSE	FALSE	FALSE	FALSE
ACSBG2	FALSE	FALSE	FALSE	FALSE
ACSF2	FALSE	FALSE	FALSE	FALSE
ACSF3	FALSE	FALSE	FALSE	FALSE
ACSL1	FALSE	FALSE	FALSE	FALSE
ACSL4	FALSE	FALSE	TRUE	TRUE
ACSL5	FALSE	FALSE	FALSE	FALSE
ACSL6	FALSE	TRUE	TRUE	TRUE
ACSM1	FALSE	TRUE	FALSE	TRUE
ACSM3	FALSE	FALSE	FALSE	FALSE
ACSM5	FALSE	FALSE	FALSE	FALSE
ACSM6	FALSE	FALSE	FALSE	FALSE
ACSS2	FALSE	FALSE	FALSE	FALSE
ACSS3	FALSE	FALSE	FALSE	FALSE
ACTA1	FALSE	FALSE	FALSE	FALSE
ACTA2	FALSE	FALSE	FALSE	FALSE
ACTB	FALSE	TRUE	TRUE	TRUE
ACTBL2	FALSE	FALSE	FALSE	FALSE
ACTC1	FALSE	FALSE	FALSE	FALSE
ACTG2	FALSE	FALSE	FALSE	FALSE
ACTL6A	FALSE	FALSE	FALSE	FALSE
ACTL6B	FALSE	TRUE	FALSE	TRUE
ACTL7A	FALSE	FALSE	FALSE	FALSE
ACTL7B	FALSE	TRUE	FALSE	TRUE
ACTL8	FALSE	FALSE	FALSE	FALSE
ACTL9	FALSE	FALSE	FALSE	FALSE
ACTMAP	FALSE	FALSE	FALSE	FALSE
ACTN1	FALSE	FALSE	FALSE	FALSE
ACTN2	FALSE	FALSE	FALSE	FALSE
ACTN3	FALSE	FALSE	FALSE	FALSE
ACTR10	FALSE	FALSE	FALSE	FALSE
ACTR1A	FALSE	FALSE	FALSE	FALSE
ACTR1B	FALSE	FALSE	FALSE	FALSE
ACTR2	FALSE	FALSE	FALSE	FALSE
ACTR3B	FALSE	FALSE	FALSE	FALSE
ACTR3C	FALSE	FALSE	FALSE	FALSE
ACTR5	FALSE	FALSE	FALSE	FALSE
ACTRT1	FALSE	FALSE	FALSE	FALSE
ACTRT2	FALSE	FALSE	FALSE	FALSE
ACTRT3	FALSE	FALSE	FALSE	FALSE
ACVR1	TRUE	TRUE	TRUE	TRUE
ACVR1C	FALSE	FALSE	FALSE	FALSE
ACVR2A	TRUE	TRUE	TRUE	TRUE
ACVR2B	FALSE	TRUE	FALSE	TRUE
ACY3	FALSE	FALSE	FALSE	FALSE
ACYP1	FALSE	FALSE	FALSE	FALSE
ACYP2	FALSE	FALSE	FALSE	FALSE
ADA	FALSE	FALSE	FALSE	FALSE
ADA2	FALSE	FALSE	FALSE	FALSE
ADAD1	FALSE	FALSE	FALSE	FALSE
ADAD2	FALSE	FALSE	FALSE	FALSE
ADAM10	FALSE	TRUE	FALSE	TRUE
ADAM11	FALSE	FALSE	FALSE	FALSE
ADAM12	FALSE	FALSE	FALSE	FALSE
ADAM17	FALSE	FALSE	FALSE	FALSE
ADAM22	FALSE	TRUE	FALSE	TRUE
ADAM23	FALSE	FALSE	FALSE	FALSE
ADAM32	FALSE	FALSE	FALSE	FALSE
ADAM33	FALSE	FALSE	FALSE	FALSE
ADAM7	FALSE	TRUE	FALSE	TRUE
ADAM8	FALSE	FALSE	FALSE	FALSE
ADAM9	FALSE	FALSE	FALSE	FALSE
ADAMDEC1	FALSE	FALSE	FALSE	FALSE
ADAMTS1	FALSE	FALSE	FALSE	FALSE
ADAMTS12	FALSE	TRUE	FALSE	TRUE
ADAMTS13	FALSE	FALSE	FALSE	FALSE
ADAMTS14	FALSE	FALSE	FALSE	FALSE
ADAMTS15	FALSE	FALSE	FALSE	FALSE
ADAMTS18	FALSE	TRUE	FALSE	TRUE
ADAMTS2	FALSE	FALSE	FALSE	FALSE
ADAMTS20	FALSE	TRUE	FALSE	TRUE
ADAMTS3	FALSE	TRUE	FALSE	TRUE
ADAMTS5	FALSE	TRUE	FALSE	TRUE
ADAMTS6	FALSE	TRUE	FALSE	TRUE
ADAMTS7	FALSE	FALSE	FALSE	FALSE
ADAMTS8	FALSE	FALSE	FALSE	FALSE
ADAMTS9	FALSE	TRUE	FALSE	TRUE
ADAMTSL1	FALSE	FALSE	FALSE	FALSE
ADAMTSL2	FALSE	FALSE	FALSE	FALSE
ADAMTSL3	FALSE	TRUE	FALSE	TRUE
ADAMTSL4	FALSE	FALSE	FALSE	FALSE
ADAP1	FALSE	FALSE	FALSE	FALSE
ADAP2	FALSE	FALSE	FALSE	FALSE
ADAR	FALSE	FALSE	TRUE	TRUE
ADARB1	FALSE	FALSE	FALSE	FALSE
ADARB2	FALSE	FALSE	TRUE	TRUE
ADAT1	FALSE	FALSE	FALSE	FALSE
ADAT2	FALSE	FALSE	FALSE	FALSE
ADCK5	FALSE	FALSE	FALSE	FALSE
ADCY1	FALSE	TRUE	FALSE	TRUE
ADCY10	FALSE	FALSE	FALSE	FALSE
ADCY2	FALSE	TRUE	FALSE	TRUE
ADCY3	FALSE	TRUE	FALSE	TRUE
ADCY5	FALSE	TRUE	FALSE	TRUE
ADCY8	FALSE	TRUE	FALSE	TRUE
ADCY9	FALSE	FALSE	FALSE	FALSE
ADCYAP1	FALSE	FALSE	FALSE	FALSE
ADCYAP1R1	FALSE	FALSE	FALSE	FALSE
ADD1	FALSE	FALSE	FALSE	FALSE
ADD2	FALSE	TRUE	FALSE	TRUE
ADD3	FALSE	TRUE	FALSE	TRUE
ADGRA1	FALSE	TRUE	FALSE	TRUE
ADGRA2	FALSE	FALSE	TRUE	TRUE
ADGRA3	FALSE	FALSE	FALSE	FALSE
ADGRB1	FALSE	FALSE	FALSE	FALSE
ADGRB3	FALSE	TRUE	FALSE	TRUE
ADGRD1	FALSE	TRUE	FALSE	TRUE
ADGRE1	FALSE	FALSE	FALSE	FALSE
ADGRE2	FALSE	FALSE	FALSE	FALSE
ADGRE3	FALSE	FALSE	FALSE	FALSE
ADGRE5	FALSE	FALSE	FALSE	FALSE
ADGRF3	FALSE	FALSE	FALSE	FALSE
ADGRF4	FALSE	FALSE	FALSE	FALSE
ADGRF5	FALSE	FALSE	FALSE	FALSE
ADGRG1	FALSE	FALSE	FALSE	FALSE
ADGRG2	FALSE	FALSE	FALSE	FALSE
ADGRG3	FALSE	FALSE	FALSE	FALSE
ADGRG4	FALSE	TRUE	TRUE	TRUE
ADGRG5	FALSE	FALSE	FALSE	FALSE
ADGRG6	FALSE	TRUE	FALSE	TRUE
ADGRL2	FALSE	TRUE	FALSE	TRUE
ADGRL3	FALSE	TRUE	FALSE	TRUE
ADGRL4	FALSE	FALSE	FALSE	FALSE
ADGRV1	FALSE	TRUE	FALSE	TRUE
ADH1A	FALSE	FALSE	FALSE	FALSE
ADH1B	FALSE	TRUE	FALSE	TRUE
ADH1C	FALSE	FALSE	FALSE	FALSE
ADH4	FALSE	FALSE	FALSE	FALSE
ADH5	FALSE	FALSE	FALSE	FALSE
ADH6	FALSE	FALSE	FALSE	FALSE
ADH7	FALSE	FALSE	FALSE	FALSE
ADHFE1	FALSE	FALSE	TRUE	TRUE
ADI1	FALSE	FALSE	FALSE	FALSE
ADIPOQ	FALSE	TRUE	FALSE	TRUE
ADIPOR1	FALSE	FALSE	FALSE	FALSE
ADIPOR2	FALSE	FALSE	FALSE	FALSE
ADISSP	FALSE	FALSE	FALSE	FALSE
ADM2	FALSE	FALSE	FALSE	FALSE
ADNP	FALSE	TRUE	FALSE	TRUE
ADNP2	FALSE	FALSE	FALSE	FALSE
ADO	FALSE	FALSE	FALSE	FALSE
ADORA1	FALSE	FALSE	FALSE	FALSE
ADPGK	FALSE	FALSE	FALSE	FALSE
ADPRHL1	FALSE	FALSE	FALSE	FALSE
ADPRM	FALSE	FALSE	FALSE	FALSE
ADRA1A	FALSE	TRUE	FALSE	TRUE
ADRA1B	FALSE	TRUE	FALSE	TRUE
ADRA1D	FALSE	FALSE	FALSE	FALSE
ADRA2B	FALSE	FALSE	FALSE	FALSE
ADRA2C	FALSE	FALSE	FALSE	FALSE
ADRB2	FALSE	FALSE	FALSE	FALSE
ADRB3	FALSE	TRUE	FALSE	TRUE
ADRM1	FALSE	FALSE	FALSE	FALSE
ADSL	FALSE	FALSE	FALSE	FALSE
ADSS1	FALSE	FALSE	FALSE	FALSE
ADSS2	FALSE	FALSE	FALSE	FALSE
ADTRP	FALSE	FALSE	FALSE	FALSE
AEBP1	FALSE	FALSE	FALSE	FALSE
AEN	FALSE	FALSE	FALSE	FALSE
AFAP1L1	FALSE	FALSE	FALSE	FALSE
AFAP1L2	FALSE	FALSE	FALSE	FALSE
AFF1	TRUE	FALSE	TRUE	TRUE
AFF2	FALSE	TRUE	FALSE	TRUE
AFF3	TRUE	TRUE	TRUE	TRUE
AFF4	TRUE	TRUE	TRUE	TRUE
AFMID	FALSE	TRUE	FALSE	TRUE
AFP	FALSE	FALSE	FALSE	FALSE
AGA	FALSE	FALSE	FALSE	FALSE
AGAP4	FALSE	FALSE	FALSE	FALSE
AGAP5	FALSE	FALSE	FALSE	FALSE
AGAP6	FALSE	FALSE	FALSE	FALSE
AGAP9	FALSE	FALSE	FALSE	FALSE
AGBL2	FALSE	TRUE	FALSE	TRUE
AGBL5	FALSE	TRUE	FALSE	TRUE
AGER	FALSE	FALSE	FALSE	FALSE
AGFG1	FALSE	FALSE	FALSE	FALSE
AGFG2	FALSE	FALSE	FALSE	FALSE
AGK	FALSE	FALSE	TRUE	TRUE
AGMAT	FALSE	FALSE	FALSE	FALSE
AGMO	FALSE	FALSE	FALSE	FALSE
AGO1	FALSE	FALSE	TRUE	TRUE
AGO2	FALSE	FALSE	TRUE	TRUE
AGO3	FALSE	FALSE	FALSE	FALSE
AGO4	FALSE	TRUE	FALSE	TRUE
AGPAT1	FALSE	FALSE	FALSE	FALSE
AGPAT3	FALSE	FALSE	FALSE	FALSE
AGPAT4	FALSE	FALSE	FALSE	FALSE
AGPAT5	FALSE	FALSE	FALSE	FALSE
AGPS	FALSE	FALSE	FALSE	FALSE
AGR3	FALSE	FALSE	FALSE	FALSE
AGRN	FALSE	FALSE	FALSE	FALSE
AGRP	FALSE	FALSE	FALSE	FALSE
AGT	FALSE	FALSE	FALSE	FALSE
AGTPBP1	FALSE	FALSE	FALSE	FALSE
AGTR1	FALSE	FALSE	FALSE	FALSE
AGTR2	FALSE	TRUE	FALSE	TRUE
AGTRAP	FALSE	FALSE	FALSE	FALSE
AGXT2	FALSE	FALSE	FALSE	FALSE
AHCTF1	FALSE	TRUE	FALSE	TRUE
AHCY	FALSE	FALSE	FALSE	FALSE
AHCYL1	FALSE	FALSE	FALSE	FALSE
AHDC1	FALSE	FALSE	FALSE	FALSE
AHI1	FALSE	TRUE	FALSE	TRUE
AHNAK	FALSE	TRUE	FALSE	TRUE
AHNAK2	FALSE	TRUE	FALSE	TRUE
AHR	FALSE	FALSE	FALSE	FALSE
AHSA1	FALSE	TRUE	FALSE	TRUE
AHSG	FALSE	FALSE	FALSE	FALSE
AICDA	FALSE	FALSE	FALSE	FALSE
AIF1L	FALSE	FALSE	FALSE	FALSE
AIFM2	FALSE	FALSE	FALSE	FALSE
AIFM3	FALSE	FALSE	FALSE	FALSE
AIG1	FALSE	FALSE	FALSE	FALSE
AIMP1	FALSE	FALSE	FALSE	FALSE
AIP	FALSE	FALSE	TRUE	TRUE
AIPL1	FALSE	FALSE	FALSE	FALSE
AIRE	FALSE	FALSE	FALSE	FALSE
AIRIM	FALSE	FALSE	FALSE	FALSE
AJAP1	FALSE	TRUE	FALSE	TRUE
AJM1	FALSE	FALSE	FALSE	FALSE
AJUBA	FALSE	TRUE	TRUE	TRUE
AK3	FALSE	FALSE	FALSE	FALSE
AK4	FALSE	FALSE	FALSE	FALSE
AK5	FALSE	FALSE	FALSE	FALSE
AK8	FALSE	TRUE	FALSE	TRUE
AK9	FALSE	FALSE	FALSE	FALSE
AKAP12	FALSE	FALSE	FALSE	FALSE
AKAP19	FALSE	FALSE	FALSE	FALSE
AKAP3	FALSE	FALSE	FALSE	FALSE
AKAP5	FALSE	FALSE	FALSE	FALSE
AKAP6	FALSE	TRUE	FALSE	TRUE
AKAP7	FALSE	FALSE	FALSE	FALSE
AKAP8	FALSE	TRUE	FALSE	TRUE
AKAP9	FALSE	TRUE	FALSE	TRUE
AKIRIN1	FALSE	FALSE	FALSE	FALSE
AKNAD1	FALSE	FALSE	FALSE	FALSE
AKR1A1	FALSE	FALSE	FALSE	FALSE
AKR1B10	FALSE	TRUE	FALSE	TRUE
AKR1B15	FALSE	FALSE	FALSE	FALSE
AKR1C1	FALSE	FALSE	FALSE	FALSE
AKR1C2	FALSE	TRUE	FALSE	TRUE
AKR1C3	FALSE	FALSE	FALSE	FALSE
AKR1C4	FALSE	FALSE	FALSE	FALSE
AKR1C8	FALSE	FALSE	FALSE	FALSE
AKR1D1	FALSE	TRUE	FALSE	TRUE
AKR1E2	FALSE	FALSE	FALSE	FALSE
AKR7A2	FALSE	FALSE	FALSE	FALSE
AKR7A3	FALSE	FALSE	FALSE	FALSE
AKT1	TRUE	TRUE	TRUE	TRUE
AKT2	TRUE	TRUE	TRUE	TRUE
AKT3	FALSE	TRUE	TRUE	TRUE
AKTIP	FALSE	FALSE	FALSE	FALSE
ALAD	FALSE	FALSE	FALSE	FALSE
ALAS1	FALSE	FALSE	FALSE	FALSE
ALAS2	FALSE	FALSE	FALSE	FALSE
ALB	FALSE	TRUE	TRUE	TRUE
ALDH18A1	FALSE	FALSE	FALSE	FALSE
ALDH1A1	FALSE	FALSE	FALSE	FALSE
ALDH1A2	FALSE	FALSE	FALSE	FALSE
ALDH1L1	FALSE	FALSE	FALSE	FALSE
ALDH2	FALSE	FALSE	TRUE	TRUE
ALDH3A1	FALSE	FALSE	FALSE	FALSE
ALDH3A2	FALSE	FALSE	FALSE	FALSE
ALDH3B2	FALSE	FALSE	FALSE	FALSE
ALDH4A1	FALSE	FALSE	FALSE	FALSE
ALDH5A1	FALSE	TRUE	FALSE	TRUE
ALDH6A1	FALSE	FALSE	FALSE	FALSE
ALDH7A1	FALSE	FALSE	FALSE	FALSE
ALDH8A1	FALSE	FALSE	FALSE	FALSE
ALDH9A1	FALSE	FALSE	FALSE	FALSE
ALDOA	FALSE	TRUE	FALSE	TRUE
ALDOB	FALSE	FALSE	FALSE	FALSE
ALDOC	FALSE	FALSE	FALSE	FALSE
ALG10	FALSE	FALSE	FALSE	FALSE
ALG10B	FALSE	FALSE	FALSE	FALSE
ALG11	FALSE	FALSE	FALSE	FALSE
ALG12	FALSE	FALSE	FALSE	FALSE
ALG14	FALSE	FALSE	FALSE	FALSE
ALG1L2	FALSE	FALSE	FALSE	FALSE
ALG3	FALSE	FALSE	FALSE	FALSE
ALG5	FALSE	FALSE	FALSE	FALSE
ALG6	FALSE	FALSE	FALSE	FALSE
ALG8	FALSE	FALSE	FALSE	FALSE
ALK	TRUE	TRUE	TRUE	TRUE
ALKAL1	FALSE	FALSE	FALSE	FALSE
ALKAL2	FALSE	FALSE	FALSE	FALSE
ALKBH2	FALSE	FALSE	FALSE	FALSE
ALKBH3	FALSE	FALSE	FALSE	FALSE
ALKBH5	FALSE	FALSE	FALSE	FALSE
ALKBH6	FALSE	TRUE	FALSE	TRUE
ALKBH7	FALSE	FALSE	FALSE	FALSE
ALKBH8	FALSE	FALSE	FALSE	FALSE
ALLC	FALSE	TRUE	FALSE	TRUE
ALMS1	FALSE	TRUE	FALSE	TRUE
ALOX12	FALSE	TRUE	FALSE	TRUE
ALOX12B	FALSE	TRUE	TRUE	TRUE
ALOX15	FALSE	FALSE	FALSE	FALSE
ALOX15B	FALSE	FALSE	TRUE	TRUE
ALOXE3	FALSE	FALSE	FALSE	FALSE
ALPG	FALSE	FALSE	FALSE	FALSE
ALPI	FALSE	FALSE	FALSE	FALSE
ALPK1	FALSE	TRUE	FALSE	TRUE
ALPL	FALSE	FALSE	FALSE	FALSE
ALPP	FALSE	FALSE	FALSE	FALSE
ALS2	FALSE	FALSE	FALSE	FALSE
ALX1	FALSE	FALSE	FALSE	FALSE
AMACR	FALSE	FALSE	FALSE	FALSE
AMBP	FALSE	FALSE	FALSE	FALSE
AMDHD1	FALSE	FALSE	FALSE	FALSE
AMELX	FALSE	FALSE	FALSE	FALSE
AMER2	FALSE	FALSE	FALSE	FALSE
AMER3	FALSE	FALSE	FALSE	FALSE
AMFR	FALSE	FALSE	FALSE	FALSE
AMH	FALSE	FALSE	FALSE	FALSE
AMHR2	FALSE	FALSE	FALSE	FALSE
AMIGO1	FALSE	FALSE	FALSE	FALSE
AMIGO2	FALSE	FALSE	FALSE	FALSE
AMMECR1	FALSE	FALSE	FALSE	FALSE
AMMECR1L	FALSE	FALSE	FALSE	FALSE
AMOT	FALSE	TRUE	FALSE	TRUE
AMOTL1	FALSE	TRUE	FALSE	TRUE
AMPD1	FALSE	FALSE	FALSE	FALSE
AMPD2	FALSE	FALSE	FALSE	FALSE
AMPH	FALSE	TRUE	FALSE	TRUE
AMTN	FALSE	FALSE	FALSE	FALSE
AMZ1	FALSE	FALSE	FALSE	FALSE
AMZ2	FALSE	FALSE	FALSE	FALSE
ANAPC1	FALSE	FALSE	FALSE	FALSE
ANAPC15	FALSE	FALSE	FALSE	FALSE
ANAPC16	FALSE	FALSE	FALSE	FALSE
ANAPC4	FALSE	FALSE	FALSE	FALSE
ANAPC5	FALSE	FALSE	FALSE	FALSE
ANAPC7	FALSE	FALSE	FALSE	FALSE
ANG	FALSE	TRUE	FALSE	TRUE
ANGEL1	FALSE	FALSE	FALSE	FALSE
ANGEL2	FALSE	FALSE	FALSE	FALSE
ANGPT1	FALSE	TRUE	FALSE	TRUE
ANGPT2	FALSE	FALSE	FALSE	FALSE
ANGPTL1	FALSE	FALSE	FALSE	FALSE
ANGPTL3	FALSE	FALSE	FALSE	FALSE
ANGPTL4	FALSE	FALSE	FALSE	FALSE
ANGPTL5	FALSE	FALSE	FALSE	FALSE
ANGPTL6	FALSE	FALSE	FALSE	FALSE
ANGPTL7	FALSE	FALSE	FALSE	FALSE
ANK1	FALSE	TRUE	TRUE	TRUE
ANK2	FALSE	TRUE	FALSE	TRUE
ANK3	FALSE	TRUE	FALSE	TRUE
ANKDD1A	FALSE	FALSE	FALSE	FALSE
ANKEF1	FALSE	FALSE	FALSE	FALSE
ANKH	FALSE	FALSE	FALSE	FALSE
ANKHD1	FALSE	FALSE	FALSE	FALSE
ANKIB1	FALSE	FALSE	FALSE	FALSE
ANKK1	FALSE	FALSE	FALSE	FALSE
ANKLE1	FALSE	FALSE	FALSE	FALSE
ANKLE2	FALSE	TRUE	FALSE	TRUE
ANKMY1	FALSE	FALSE	FALSE	FALSE
ANKRD1	FALSE	FALSE	FALSE	FALSE
ANKRD10	FALSE	FALSE	FALSE	FALSE
ANKRD11	FALSE	FALSE	TRUE	TRUE
ANKRD12	FALSE	TRUE	FALSE	TRUE
ANKRD13A	FALSE	TRUE	FALSE	TRUE
ANKRD13B	FALSE	FALSE	FALSE	FALSE
ANKRD17	FALSE	TRUE	FALSE	TRUE
ANKRD18A	FALSE	TRUE	FALSE	TRUE
ANKRD24	FALSE	TRUE	FALSE	TRUE
ANKRD26	FALSE	TRUE	TRUE	TRUE
ANKRD28	FALSE	FALSE	FALSE	FALSE
ANKRD29	FALSE	FALSE	FALSE	FALSE
ANKRD30B	FALSE	FALSE	FALSE	FALSE
ANKRD31	FALSE	FALSE	FALSE	FALSE
ANKRD33	FALSE	FALSE	FALSE	FALSE
ANKRD33B	FALSE	FALSE	FALSE	FALSE
ANKRD34A	FALSE	FALSE	FALSE	FALSE
ANKRD34B	FALSE	FALSE	FALSE	FALSE
ANKRD35	FALSE	FALSE	FALSE	FALSE
ANKRD36	FALSE	TRUE	FALSE	TRUE
ANKRD36B	FALSE	FALSE	FALSE	FALSE
ANKRD37	FALSE	FALSE	FALSE	FALSE
ANKRD40	FALSE	FALSE	FALSE	FALSE
ANKRD40CL	FALSE	FALSE	FALSE	FALSE
ANKRD44	FALSE	FALSE	FALSE	FALSE
ANKRD45	FALSE	FALSE	FALSE	FALSE
ANKRD46	FALSE	FALSE	FALSE	FALSE
ANKRD49	FALSE	FALSE	FALSE	FALSE
ANKRD52	FALSE	FALSE	FALSE	FALSE
ANKRD53	FALSE	FALSE	FALSE	FALSE
ANKRD55	FALSE	FALSE	FALSE	FALSE
ANKRD6	FALSE	FALSE	FALSE	FALSE
ANKRD61	FALSE	FALSE	FALSE	FALSE
ANKRD63	FALSE	FALSE	FALSE	FALSE
ANKRD65	FALSE	FALSE	FALSE	FALSE
ANKRD7	FALSE	FALSE	FALSE	FALSE
ANKRD9	FALSE	FALSE	FALSE	FALSE
ANKS1A	FALSE	FALSE	FALSE	FALSE
ANKS1B	FALSE	FALSE	FALSE	FALSE
ANKS3	FALSE	FALSE	FALSE	FALSE
ANKS4B	FALSE	FALSE	FALSE	FALSE
ANKS6	FALSE	FALSE	FALSE	FALSE
ANKUB1	FALSE	FALSE	FALSE	FALSE
ANKZF1	FALSE	FALSE	FALSE	FALSE
ANLN	FALSE	TRUE	FALSE	TRUE
ANO10	FALSE	FALSE	FALSE	FALSE
